,head,variable,value
1588,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1740
1589,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi1925
1590,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,concept_vocab_index,vi132
1591,Course2_W3-S1-L1_What_is_Text_Classification_8-12,concept_vocab_index,vi1693
1592,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi1866
1593,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,concept_vocab_index,vi675
1594,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1183
1595,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi435
1596,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,concept_vocab_index,vi1842
1597,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,l_text_topics,topic_8
1598,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,concept_vocab_index,vi1683
1599,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi672
1600,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi314
1601,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,l_text_topics,topic_8
1602,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi1073
1603,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi1003
1604,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi557
1605,Course2_W3-S1-L2_Naive_Bayes_3-19,concept_vocab_index,vi192
1606,Course1_W1-S3-L5_Summary_2-31,concept_vocab_index,vi538
1607,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi192
1608,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi672
1609,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi2069
1610,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi819
1611,Course1_W2-S1-L1_The_Tagging_Problem_10-01,l_text_topics,topic_12
1612,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,level,level_3
1613,Course2_W8-S3-L1_Introduction_to_Summarization,concept_vocab_index,vi2039
1614,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11,concept_vocab_index,vi192
1615,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,l_text_topics,topic_13
1616,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi1324
1617,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi997
1618,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi726
1619,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi1668
1620,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,l_text_topics,topic_3
1621,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi751
1622,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi549
1623,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi675
1624,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,concept_vocab_index,vi976
1625,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,concept_vocab_index,vi892
1626,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi173
1627,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi81
1628,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,prerequisite,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34
1629,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,concept_vocab_index,vi299
1630,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi435
1631,Course1_W8-S1-L8_Summary_2-45,level,level_1
1632,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi819
1633,Course3_W11-S1-L6_-_Knowledge_Representation_-_15_slides_12-18,concept_vocab_index,vi618
1634,Course1_W10-S1-L2_Recap_of_GLMs_7-40,concept_vocab_index,vi1075
1635,Course2_W7-S1-L4_Query_Processing_with_the_Inverted_Index_6-43,concept_vocab_index,vi1003
1636,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1600
1637,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi675
1638,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,concept_vocab_index,vi370
1639,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi1282
1640,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,concept_vocab_index,vi1209
1641,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi4
1642,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi173
1643,Course1_W3-S1-L1_Introduction_0-28,l_text_topics,topic_13
1644,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi1018
1645,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi1407
1646,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi192
1647,Course1_W7-S1-L6_Definition_of_Log-linear_Models_Part_2_3-45,concept_vocab_index,vi1132
1648,Course2_W1-S2-L5_Sentence_Segmentation_5-31,concept_vocab_index,vi1003
1649,Course1_W8-S1-L3_Independence_Assumptions_in_Log-linear_Taggers_8-32,concept_vocab_index,vi1461
1650,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,l_text_topics,topic_4
1651,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi197
1652,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,concept_vocab_index,vi1060
1653,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi129
1654,Course1_W3-S2-L1_Introduction_1-12,l_text_topics,topic_5
1655,Course1_W5-S1-L2_introduction_2-03,concept_vocab_index,vi1527
1656,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,concept_vocab_index,vi675
1657,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi288
1658,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1866
1659,Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,concept_vocab_index,vi356
1660,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi1168
1661,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi653
1662,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,concept_vocab_index,vi435
1663,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi1220
1664,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi131
1665,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,level,level_3
1666,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi812
1667,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,l_text_topics,topic_13
1668,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19,concept_vocab_index,vi1740
1669,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi1075
1670,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi1783
1671,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1025
1672,Course1_W7-S1-L1_Introduction_0-47,prerequisite,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29
1673,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,concept_vocab_index,vi1407
1674,Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,concept_vocab_index,vi1282
1675,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,concept_vocab_index,vi1132
1676,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi283
1677,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi179
1678,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi0
1679,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi84
1680,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,l_text_topics,topic_14
1681,Course2_W4-S1-L5_Generative_vs,concept_vocab_index,vi675
1682,Course2_W4-S1-L1_Generative_vs,concept_vocab_index,vi520
1683,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi372
1684,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi751
1685,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,concept_vocab_index,vi0
1686,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi1295
1687,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1056
1688,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi688
1689,Course2_W8-S2-L5_Advanced-_Answering_Complex_Questions_4-52,concept_vocab_index,vi2039
1690,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi1475
1691,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi598
1692,Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi1670
1693,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi61
1694,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,concept_vocab_index,vi1075
1695,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,level,level_2
1696,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,concept_vocab_index,vi1740
1697,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi497
1698,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi1563
1699,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,concept_vocab_index,vi175
1700,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi192
1701,Course2_W1-S2-L5_Sentence_Segmentation_5-31,concept_vocab_index,vi1842
1702,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,concept_vocab_index,vi641
1703,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi1313
1704,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi378
1705,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,concept_vocab_index,vi1893
1706,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi1132
1707,Course3_W1-S1-L3_-_Funny_Sentences_-_10_slides_06-35,concept_vocab_index,vi901
1708,Course1_W2-S1-L8_Summary_1-50,concept_vocab_index,vi892
1709,Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43,l_text_topics,topic_3
1710,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi2014
1711,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,concept_vocab_index,vi1132
1712,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,concept_vocab_index,vi435
1713,Course1_W8-S2-L1_Introduction_0-47,concept_vocab_index,vi892
1714,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi549
1715,Course1_W7-S1-L6_Definition_of_Log-linear_Models_Part_2_3-45,concept_vocab_index,vi1295
1716,Course2_W8-S2-L1_What_is_Question_Answering_7-28,concept_vocab_index,vi1063
1717,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1416
1718,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi1416
1719,Course1_W2-S1-L6_The_Viterbi_Algorithm_for_HMMs_Part_2_3-31,prerequisite,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07
1720,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1060
1721,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi1056
1722,Course1_W8-S1-L3_Independence_Assumptions_in_Log-linear_Taggers_8-32,concept_vocab_index,vi1200
1723,Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43,concept_vocab_index,vi1416
1724,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi173
1725,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1121
1726,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1388
1727,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi172
1728,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,concept_vocab_index,vi1018
1729,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi131
1730,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,l_text_topics,topic_3
1731,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi662
1732,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,concept_vocab_index,vi1611
1733,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,concept_vocab_index,vi1116
1734,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,concept_vocab_index,vi1282
1735,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,l_text_topics,topic_13
1736,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi1330
1737,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,prerequisite,Course2_W8-S2-L1_What_is_Question_Answering_7-28
1738,Course2_W7-S2-L4_Inverse_Document_Frequency_Weighting_10-16,concept_vocab_index,vi1220
1739,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,concept_vocab_index,vi976
1740,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi1740
1741,Course2_W4-S1-L5_Generative_vs,l_text_topics,topic_14
1742,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi1673
1743,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi1503
1744,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,l_text_topics,topic_13
1745,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi1906
1746,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi1132
1747,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,concept_vocab_index,vi1183
1748,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,concept_vocab_index,vi767
1749,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi1520
1750,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,concept_vocab_index,vi887
1751,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi1188
1752,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,level,level_2
1753,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi1073
1754,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi84
1755,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,l_text_topics,topic_8
1756,Course3_W11-S1-L3_-_Semantics_-_15_slides_07-24,concept_vocab_index,vi129
1757,Course3_W1-S1-L3_-_Funny_Sentences_-_10_slides_06-35,concept_vocab_index,vi142
1758,Course1_W10-S2-L2_The_Dependency_Parsing_Problem_Part_1_5-21,concept_vocab_index,vi903
1759,Course3_W1-S1-L2_-_Examples_of_Text_-_14_slides_07-52,concept_vocab_index,vi1132
1760,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi4
1761,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi352
1762,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,concept_vocab_index,vi1295
1763,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi175
1764,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi1954
1765,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi92
1766,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,prerequisite,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56
1767,Course1_W8-S1-L3_Independence_Assumptions_in_Log-linear_Taggers_8-32,concept_vocab_index,vi1416
1768,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi665
1769,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi672
1770,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi1474
1771,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi179
1772,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi1003
1773,Course1_W5-S2-L8_The_EM_Algorithm_for_IBM_Model_2_Part_4_4-52,concept_vocab_index,vi4
1774,Course2_W7-S1-L4_Query_Processing_with_the_Inverted_Index_6-43,concept_vocab_index,vi1200
1775,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,concept_vocab_index,vi903
1776,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi831
1777,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi1132
1778,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,concept_vocab_index,vi1842
1779,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,prerequisite,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49
1780,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi557
1781,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11,concept_vocab_index,vi675
1782,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi81
1783,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,l_text_topics,topic_5
1784,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,concept_vocab_index,vi1132
1785,Course1_W7-S1-L8_Parameter_Estimation_in_Log-linear_Models_Part_2_4-13,concept_vocab_index,vi0
1786,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,l_text_topics,topic_4
1787,Course1_W4-S2-L1_Introduction_00-17,prerequisite,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59
1788,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi814
1789,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,concept_vocab_index,vi2069
1790,Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi1740
1791,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,l_text_topics,topic_12
1792,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi780
1793,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi2039
1794,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1673
1795,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi675
1796,Course3_W11-S1-L6_-_Knowledge_Representation_-_15_slides_12-18,concept_vocab_index,vi1926
1797,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi2014
1798,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,concept_vocab_index,vi204
1799,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1945
1800,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi1740
1801,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi318
1802,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi1257
1803,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi283
1804,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi283
1805,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,concept_vocab_index,vi81
1806,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi1151
1807,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi129
1808,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi1886
1809,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi1740
1810,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi1393
1811,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi785
1812,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,concept_vocab_index,vi18
1813,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1842
1814,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi892
1815,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi129
1816,Course3_W1-S1-L2_-_Examples_of_Text_-_14_slides_07-52,concept_vocab_index,vi675
1817,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi892
1818,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi192
1819,Course2_W2-S2-L1_The_Spelling_Correction_Task_5-39,concept_vocab_index,vi1183
1820,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi1393
1821,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi653
1822,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi1926
1823,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi688
1824,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi903
1825,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,concept_vocab_index,vi4
1826,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,level,level_1
1827,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,concept_vocab_index,vi1842
1828,Course2_W4-S1-L5_Generative_vs,concept_vocab_index,vi0
1829,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,concept_vocab_index,vi892
1830,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi726
1831,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi1685
1832,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,concept_vocab_index,vi1393
1833,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,concept_vocab_index,vi1054
1834,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,concept_vocab_index,vi1503
1835,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi1407
1836,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi831
1837,Course3_W11-S1-L7_-_Inference_-_9_slides_06-45,concept_vocab_index,vi976
1838,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi129
1839,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1200
1840,Course1_W8-S1-L8_Summary_2-45,concept_vocab_index,vi557
1841,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,concept_vocab_index,vi1842
1842,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,concept_vocab_index,vi318
1843,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi1200
1844,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi1656
1845,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,concept_vocab_index,vi887
1846,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,l_text_topics,topic_3
1847,Course1_W5-S2-L2_IBM_Model_1_Part_1_13-06,concept_vocab_index,vi675
1848,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi1003
1849,Course2_W7-S1-L3_The_Inverted_Index_10-42,concept_vocab_index,vi0
1850,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi653
1851,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi288
1852,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi244
1853,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi0
1854,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi192
1855,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,level,level_2
1856,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1840
1857,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11,l_text_topics,topic_3
