,head,variable,value
1088,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,l_text_topics,topic_11
1089,Course2_W4-S2-L1_Introduction_to_Information_Extraction_9-18,concept_vocab_index,vi392
1090,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi81
1091,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1503
1092,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi1123
1093,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi1670
1094,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,concept_vocab_index,vi951
1095,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi751
1096,Course1_W5-S2-L4_IBM_Model_2_11-27,concept_vocab_index,vi129
1097,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,concept_vocab_index,vi1454
1098,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi1033
1099,Course1_W8-S1-L8_Summary_2-45,concept_vocab_index,vi1842
1100,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,concept_vocab_index,vi1003
1101,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,concept_vocab_index,vi2043
1102,Course1_W2-S1-L8_Summary_1-50,concept_vocab_index,vi892
1103,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi192
1104,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi339
1105,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi370
1106,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,concept_vocab_index,vi129
1107,Course1_W6-S2-L2_Definition_of_the_Decoding_Problem_Part_2_13-00,concept_vocab_index,vi1132
1108,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi1842
1109,Course2_W3-S1-L1_What_is_Text_Classification_8-12,l_text_topics,topic_14
1110,Course1_W5-S1-L2_introduction_2-03,concept_vocab_index,vi1132
1111,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi92
1112,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi1925
1113,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi192
1114,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,concept_vocab_index,vi1056
1115,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi435
1116,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,l_text_topics,topic_8
1117,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1673
1118,Course1_W8-S1-L7_An_Example_Application_9-28,concept_vocab_index,vi0
1119,Course1_W7-S1-L8_Parameter_Estimation_in_Log-linear_Models_Part_2_4-13,concept_vocab_index,vi1295
1120,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi1468
1121,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,concept_vocab_index,vi672
1122,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,prerequisite,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50
1123,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi435
1124,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi1330
1125,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi388
1126,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1807
1127,Course2_W6-S3-L3_Dependencies_Encode_Relational_Structure_7-20,concept_vocab_index,vi1073
1128,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,concept_vocab_index,vi1075
1129,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi1424
1130,Course3_W7-S1-L1_-_Noisy_Channel_Model_-_8_slides_08-33,concept_vocab_index,vi751
1131,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,concept_vocab_index,vi1003
1132,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi1754
1133,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi173
1134,Course2_W2-S2-L1_The_Spelling_Correction_Task_5-39,concept_vocab_index,vi1349
1135,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi1407
1136,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi2039
1137,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,concept_vocab_index,vi173
1138,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi785
1139,Course2_W1-S2-L5_Sentence_Segmentation_5-31,prerequisite,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47
1140,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi173
1141,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,concept_vocab_index,vi1349
1142,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,l_text_topics,topic_4
1143,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,concept_vocab_index,vi1925
1144,Course2_W8-S2-L5_Advanced-_Answering_Complex_Questions_4-52,concept_vocab_index,vi1880
1145,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,concept_vocab_index,vi126
1146,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi435
1147,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,concept_vocab_index,vi549
1148,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,concept_vocab_index,vi0
1149,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,concept_vocab_index,vi672
1150,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,concept_vocab_index,vi0
1151,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi1783
1152,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,concept_vocab_index,vi1840
1153,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,concept_vocab_index,vi1789
1154,Course1_W5-S2-L1_Introduction_3-24,level,level_1
1155,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi1740
1156,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi142
1157,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi339
1158,Course1_W5-S1-L2_introduction_2-03,concept_vocab_index,vi1349
1159,Course1_W1-S3-L5_Summary_2-31,l_text_topics,topic_5
1160,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,concept_vocab_index,vi1672
1161,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,concept_vocab_index,vi1462
1162,Course1_W8-S1-L1_Introduction_1-41,concept_vocab_index,vi435
1163,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1060
1164,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,l_text_topics,topic_14
1165,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,concept_vocab_index,vi672
1166,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi2039
1167,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi66
1168,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi1674
1169,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi263
1170,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,concept_vocab_index,vi892
1171,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi142
1172,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1947
1173,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,concept_vocab_index,vi192
1174,Course2_W8-S3-L3_Evaluating_Summaries-_ROUGE,level,level_3
1175,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi892
1176,Course1_W8-S2-L6_Summary_1-12,concept_vocab_index,vi1693
1177,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi173
1178,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi378
1179,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,concept_vocab_index,vi1587
1180,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi81
1181,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi1376
1182,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi2039
1183,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1754
1184,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi1147
1185,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi1807
1186,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,concept_vocab_index,vi1840
1187,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,concept_vocab_index,vi1075
1188,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi516
1189,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi1003
1190,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,concept_vocab_index,vi976
1191,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,concept_vocab_index,vi1183
1192,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,concept_vocab_index,vi1520
1193,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi1587
1194,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi81
1195,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi1090
1196,Course1_W9-S2-L7_Summary_3-01,l_text_topics,topic_3
1197,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,concept_vocab_index,vi675
1198,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi845
1199,Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,concept_vocab_index,vi131
1200,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi845
1201,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi1893
1202,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi0
1203,Course3_W11-S1-L6_-_Knowledge_Representation_-_15_slides_12-18,concept_vocab_index,vi767
1204,Course2_W8-S3-L2_Generating_Snippets,concept_vocab_index,vi955
1205,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,level,level_1
1206,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,concept_vocab_index,vi675
1207,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi1789
1208,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi1664
1209,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi244
1210,Course2_W8-S2-L1_What_is_Question_Answering_7-28,concept_vocab_index,vi1880
1211,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi1945
1212,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1330
1213,Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43,l_text_topics,topic_3
1214,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi173
1215,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi1212
1216,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,concept_vocab_index,vi1503
1217,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,l_text_topics,topic_3
1218,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi653
1219,Course1_W3-S2-L1_Introduction_1-12,concept_vocab_index,vi1842
1220,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi892
1221,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi1789
1222,Course1_W5-S2-L1_Introduction_3-24,l_text_topics,topic_14
1223,Course1_W8-S2-L1_Introduction_0-47,prerequisite,Course1_W8-S1-L8_Summary_2-45
1224,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi129
1225,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,concept_vocab_index,vi1393
1226,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,concept_vocab_index,vi1003
1227,Course2_W4-S2-L1_Introduction_to_Information_Extraction_9-18,concept_vocab_index,vi370
1228,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,concept_vocab_index,vi0
1229,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi1880
1230,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi1416
1231,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi173
1232,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi81
1233,Course2_W7-S1-L3_The_Inverted_Index_10-42,concept_vocab_index,vi1003
1234,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,l_text_topics,topic_6
1235,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi81
1236,Course2_W1-S2-L5_Sentence_Segmentation_5-31,concept_vocab_index,vi1388
1237,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi1373
1238,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi129
1239,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi1027
1240,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi90
1241,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi32
1242,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi435
1243,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi81
1244,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1789
1245,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,concept_vocab_index,vi84
1246,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi892
1247,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi1673
1248,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,concept_vocab_index,vi851
1249,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi1393
1250,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi32
1251,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi1018
1252,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi238
1253,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi1282
1254,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi81
1255,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,concept_vocab_index,vi61
1256,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi1073
1257,Course1_W8-S2-L1_Introduction_0-47,concept_vocab_index,vi892
1258,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,concept_vocab_index,vi672
1259,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1003
1260,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi197
1261,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi361
1262,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi1407
1263,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1789
1264,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi172
1265,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi1461
1266,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,concept_vocab_index,vi358
1267,Course1_W8-S1-L7_An_Example_Application_9-28,concept_vocab_index,vi167
1268,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi173
1269,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi1735
1270,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi1046
1271,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,level,level_2
1272,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi1060
1273,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi1807
1274,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi0
1275,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi516
1276,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,concept_vocab_index,vi517
1277,Course1_W8-S2-L6_Summary_1-12,l_text_topics,topic_5
1278,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi312
1279,Course1_W5-S1-L2_introduction_2-03,concept_vocab_index,vi1527
1280,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi1893
1281,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi901
1282,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi204
1283,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,concept_vocab_index,vi1740
1284,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi1090
1285,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi672
1286,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1473
1287,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,concept_vocab_index,vi1893
1288,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi1678
1289,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi192
1290,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi358
1291,Course2_W1-S2-L5_Sentence_Segmentation_5-31,l_text_topics,topic_14
1292,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi378
1293,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi767
1294,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi92
1295,Course2_W7-S2-L2_Scoring_with_the_Jaccard_Coefficient_5-06,concept_vocab_index,vi1003
1296,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,concept_vocab_index,vi672
1297,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi263
1298,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,concept_vocab_index,vi1098
1299,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi378
1300,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,concept_vocab_index,vi892
1301,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi1313
1302,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi665
1303,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi1295
1304,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi435
1305,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,l_text_topics,topic_10
1306,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi1003
1307,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,l_text_topics,topic_12
1308,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi1257
1309,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi598
1310,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi142
1311,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi1220
1312,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi1342
1313,Course2_W3-S1-L6_Multinomial_Naive_Bayes-_A_Worked_Example_8-58,concept_vocab_index,vi1342
1314,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,level,level_3
1315,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi129
1316,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,l_text_topics,topic_8
1317,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi1945
1318,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi1740
1319,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,concept_vocab_index,vi887
1320,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi725
1321,Course2_W4-S1-L5_Generative_vs,concept_vocab_index,vi1003
1322,Course1_W9-S1-L1_Introduction_0-36,l_text_topics,topic_9
1323,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi892
1324,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1740
1325,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi903
1326,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1672
1327,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,concept_vocab_index,vi1003
1328,Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47,l_text_topics,topic_0
1329,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi129
1330,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,prerequisite,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25
1331,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1027
1332,Course1_W8-S1-L7_An_Example_Application_9-28,concept_vocab_index,vi1212
1333,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,prerequisite,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34
1334,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi1200
1335,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi249
1336,Course2_W4-S2-L1_Introduction_to_Information_Extraction_9-18,concept_vocab_index,vi173
1337,Course1_W8-S2-L6_Summary_1-12,level,level_1
1338,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1063
1339,Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43,concept_vocab_index,vi672
1340,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi892
1341,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,l_text_topics,topic_0
1342,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi1674
1343,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi1018
1344,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi179
1345,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi1740
1346,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,concept_vocab_index,vi1842
1347,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi388
1348,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,concept_vocab_index,vi1125
1349,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi2069
1350,Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi142
1351,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi1886
1352,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi84
1353,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi1925
1354,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,concept_vocab_index,vi92
1355,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi599
1356,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi1324
1357,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi197
1358,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,concept_vocab_index,vi131
