head,variable,value,prob
Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi721,0.02
Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi1473,0.07
Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi1349,0.07
Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,concept_vocab_index,vi911,0.23
Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,concept_vocab_index,vi1056,0.05
Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi831,0.15
Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi831,0.01
Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47,concept_vocab_index,vi392,0.02
Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,concept_vocab_index,vi90,0.08
Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi564,0.07
Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi233,1.0
Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,concept_vocab_index,vi52,0.08
Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi1324,0.03
Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,concept_vocab_index,vi81,0.02
Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi1821,0.02
Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi92,0.04
Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi358,0.03
Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,concept_vocab_index,vi515,0.05
Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,concept_vocab_index,vi1842,0.1
Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi1840,0.06
Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi1579,0.02
Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,concept_vocab_index,vi1842,0.06
Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi1147,0.02
Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,concept_vocab_index,vi1926,1.0
Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43,concept_vocab_index,vi197,0.02
Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi951,0.02
Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi2014,0.01
Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1789,0.04
Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi1556,0.01
Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi1807,0.05
Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi1075,0.08
Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi1342,0.08
Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi831,0.02
Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi1474,0.02
Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1937,0.02
Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi1503,0.01
Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi598,0.05
Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi1200,0.01
Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1212,0.01
Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi672,0.03
Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi1758,0.02
Course2_W7-S1-L3_The_Inverted_Index_10-42,concept_vocab_index,vi831,1.0
Course1_W8-S1-L7_An_Example_Application_9-28,concept_vocab_index,vi2049,0.01
Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi1187,0.04
Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1711,0.02
Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi173,0.04
Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi2039,0.02
Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi1842,0.15
Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,concept_vocab_index,vi675,0.02
Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi84,0.16
Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi129,0.01
Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,concept_vocab_index,vi1407,
Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi197,0.01
Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi249,0.09
Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi1372,0.36
Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi1840,0.01
Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi675,0.07
Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi688,0.04
Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi318,0.02
Course3_W11-S1-L3_-_Semantics_-_15_slides_07-24,concept_vocab_index,vi1168,0.17
Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi192,1.0
Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi657,0.02
Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi249,0.15
Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi126,0.01
Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi932,0.02
Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi192,0.04
topic_9,concept_vocab_index,vi1212,
Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi1945,0.02
Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi653,0.13
Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,concept_vocab_index,vi1880,0.01
Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi845,0.01
Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi1520,0.1
Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,concept_vocab_index,vi435,0.05
Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi167,0.04
Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1018,0.01
Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,concept_vocab_index,vi675,1.0
Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1842,0.01
Course2_W3-S1-L5_Naive_Bayes-_Relationship_to_Language_Modeling_4-35,concept_vocab_index,vi283,0.02
Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi1003,0.05
Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi475,0.06
Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,concept_vocab_index,vi358,0.02
Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,concept_vocab_index,vi892,0.04
Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi129,0.06
Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi1046,0.04
Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,concept_vocab_index,vi173,0.02
Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,concept_vocab_index,vi2014,0.03
Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi1441,0.04
Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi1840,0.02
Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi335,0.03
Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi173,0.04
Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi901,0.05
Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi142,0.01
Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi1063,0.02
Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi361,0.17
Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi1393,0.01
Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,concept_vocab_index,vi1789,1.0
Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi173,0.29
Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi1754,0.03
Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi1443,
Course1_W5-S2-L8_The_EM_Algorithm_for_IBM_Model_2_Part_4_4-52,concept_vocab_index,vi1520,0.02
Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi173,0.06
Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1664,0.05
Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi388,0.01
Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi1188,0.01
Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,concept_vocab_index,vi1188,0.09
Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,concept_vocab_index,vi785,0.02
Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi875,0.03
Course2_W8-S3-L2_Generating_Snippets,concept_vocab_index,vi282,0.03
Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi1098,0.01
Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi951,0.06
Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1527,0.02
Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi812,0.12
Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi192,0.02
Course3_W1-S1-L2_-_Examples_of_Text_-_14_slides_07-52,concept_vocab_index,vi1893,0.01
Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi173,0.03
Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi84,0.03
Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi1740,0.01
Course3_W11-S1-L7_-_Inference_-_9_slides_06-45,concept_vocab_index,vi0,0.08
Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi1407,0.09
Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi918,0.02
Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi5,0.0
Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,concept_vocab_index,vi90,0.13
Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi192,0.07
Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi1454,0.01
Course1_W10-S1-L2_Recap_of_GLMs_7-40,concept_vocab_index,vi1295,1.0
Course2_W5-S3-L1_Syntactic_Structure-_Constituency_vs_Dependency_8-46,concept_vocab_index,vi226,0.02
Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi1611,0.03
Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi1880,0.04
Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi1600,
Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi1842,0.08
Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,concept_vocab_index,vi1330,0.02
Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,concept_vocab_index,vi1566,0.01
Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi1503,0.01
Course2_W4-S1-L1_Generative_vs,concept_vocab_index,vi471,0.04
Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1740,0.02
Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi1003,1.0
Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi326,0.29
Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi204,0.09
Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi1813,0.06
Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi672,0.02
Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi814,0.23
Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi1078,0.03
Course2_W7-S1-L3_The_Inverted_Index_10-42,concept_vocab_index,vi175,0.01
Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi197,0.04
Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi361,0.02
Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi192,0.06
Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi1407,0.01
Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi675,0.01
Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi1893,0.16
Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,concept_vocab_index,vi378,0.01
Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi1937,0.03
Course2_W4-S1-L1_Generative_vs,concept_vocab_index,vi887,0.03
Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,concept_vocab_index,vi4,0.01
Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi1937,0.05
Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,concept_vocab_index,vi1520,0.15
Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1003,0.03
Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi435,0.02
Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,concept_vocab_index,vi892,0.04
Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,concept_vocab_index,vi892,0.01
Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi335,0.07
Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi1883,0.13
Course1_W6-S1-L1_Introduction_0-41,concept_vocab_index,vi0,0.02
Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi1740,0.01
Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi1420,0.03
Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi392,0.03
Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,concept_vocab_index,vi388,0.01
Course2_W5-S1-L3_Conditional_Maxent_Models_for_Classification_4-11,concept_vocab_index,vi675,0.02
Course2_W7-S2-L4_Inverse_Document_Frequency_Weighting_10-16,concept_vocab_index,vi1945,0.05
Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi129,0.02
Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi81,0.06
Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34,concept_vocab_index,vi226,0.02
Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi192,0.01
Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi797,0.02
Course3_W1-S1-L2_-_Examples_of_Text_-_14_slides_07-52,concept_vocab_index,vi871,0.01
Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi751,1.0
Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1789,0.08
Course3_W9-S1-L1_-_Summarization_-_16_slides_11-50,concept_vocab_index,vi1073,
Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi892,0.01
Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi129,1.0
Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,concept_vocab_index,vi173,0.03
Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi318,0.03
Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,concept_vocab_index,vi175,0.03
Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi602,0.06
Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,concept_vocab_index,vi672,0.03
Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,concept_vocab_index,vi1003,0.03
Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi1874,0.04
Course2_W7-S1-L3_The_Inverted_Index_10-42,concept_vocab_index,vi173,0.08
Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi1893,0.08
Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,concept_vocab_index,vi142,0.02
Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,concept_vocab_index,vi1003,0.03
Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi901,0.17
Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,concept_vocab_index,vi1563,0.04
Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,concept_vocab_index,vi318,0.02
Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi751,0.01
Course1_W9-S2-L7_Summary_3-01,concept_vocab_index,vi378,0.06
Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,concept_vocab_index,vi1073,0.02
Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi1407,1.0
Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi751,0.04
Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi1073,0.03
Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi672,0.01
Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,concept_vocab_index,vi1740,0.01
Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi1416,0.11
Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi1107,0.09
Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1212,0.01
Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi197,0.01
Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi335,0.08
Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,concept_vocab_index,vi1842,0.03
Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi1056,0.05
Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi675,0.01
Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi204,0.02
Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi1527,0.05
Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,concept_vocab_index,vi460,0.07
Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi335,0.01
Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi431,0.08
Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,concept_vocab_index,vi892,0.02
Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,concept_vocab_index,vi1945,0.09
Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi1405,0.02
Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1893,0.09
Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1349,0.06
Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi517,0.02
Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,concept_vocab_index,vi1200,0.19
Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,concept_vocab_index,vi0,0.02
Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,concept_vocab_index,vi675,0.01
Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi175,0.06
Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi892,0.05
Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi1424,0.07
topic_12,concept_vocab_index,vi1992,
Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi4,0.02
Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi598,0.11
Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,concept_vocab_index,vi1376,0.05
Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi1056,0.06
Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi2049,0.02
Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,concept_vocab_index,vi335,0.02
Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1789,0.02
Course1_W8-S1-L1_Introduction_1-41,concept_vocab_index,vi435,0.01
Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,concept_vocab_index,vi1740,0.01
Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,concept_vocab_index,vi1180,0.02
Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi312,0.1
Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi1330,1.0
Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi173,0.02
Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi1886,0.01
Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi1842,0.03
Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1937,0.06
Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1295,0.02
Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi1132,1.0
topic_3,concept_vocab_index,vi1754,
Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1937,0.01
Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,concept_vocab_index,vi1324,0.01
Course1_W5-S2-L4_IBM_Model_2_11-27,concept_vocab_index,vi197,0.01
Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi1200,0.01
topic_2,concept_vocab_index,vi1552,
Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,concept_vocab_index,vi1056,0.01
Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi2039,0.04
Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi1171,0.01
Course1_W6-S2-L2_Definition_of_the_Decoding_Problem_Part_2_13-00,concept_vocab_index,vi197,0.03
Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi1003,0.04
Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1200,0.02
Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi951,0.01
Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi435,0.08
Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,concept_vocab_index,vi1003,0.05
Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,concept_vocab_index,vi84,0.02
Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,concept_vocab_index,vi1107,
Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi1468,0.02
Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,concept_vocab_index,vi1740,0.03
Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi557,0.29
Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi378,0.07
Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi1132,0.02
Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi887,0.02
